# gosec in-CI diff-gate signature baseline: pinned gosec@v2.29.0.
# One signature per line:  rule_id <TAB> repo-relative-file <TAB> normalized-code-snippet
# (line/column deliberately excluded; snippet line-number prefixes stripped).
# Regenerate after intentionally accepting a finding:  scripts/gosec-diff-gate.sh --update
G101	pkg/plaud/config.go	// bare-argv form, which leaks the secret to ps/argv. const PlaudTokenEnvVar = "M3C_PLAUD_TOKEN"
G301	pkg/skillctl/install/install.go	extractDir := filepath.Join(stagingDir, "extracted") if err := os.MkdirAll(extractDir, 0o755); err != nil { return nil, fmt.Errorf("install: mkdir extract dir: %w", err)
G301	pkg/skillctl/registry/backend_pull.go	cacheRoot := defaultCacheRoot() if err := os.MkdirAll(cacheRoot, 0o755); err != nil { return nil, fmt.Errorf("pull: mkdir cache: %w", err)
G301	pkg/skillctl/registry/backend_pull.go	dir := filepath.Join(cacheRoot, strings.TrimPrefix(digest, "sha256:")) if err := os.MkdirAll(dir, 0o755); err != nil { return nil, fmt.Errorf("pull: mkdir %s: %w", dir, err)
G301	pkg/skillctl/registry/er1_pull.go	cacheRoot := defaultCacheRoot() if err := os.MkdirAll(cacheRoot, 0o755); err != nil { return nil, fmt.Errorf("pull: mkdir cache: %w", err)
G301	pkg/skillctl/registry/er1_pull.go	dir := filepath.Join(cacheRoot, strings.TrimPrefix(digest, "sha256:")) if err := os.MkdirAll(dir, 0o755); err != nil { return nil, fmt.Errorf("pull: mkdir %s: %w", dir, err)
G301	pkg/skillctl/registry/install_trust_mode.go	// Extract into a temp dir, then atomically rename onto target. if err := os.MkdirAll(skillsDir, 0o755); err != nil { return nil, fmt.Errorf("install: mkdir %s: %w", skillsDir, err)
G301	pkg/tracking/exports.go	dir := filepath.Dir(dbPath) if err := os.MkdirAll(dir, 0755); err != nil { return nil, fmt.Errorf("create data dir: %w", err)
G301	pkg/tracking/retryqueue.go	dir := filepath.Dir(dbPath) if err := os.MkdirAll(dir, 0755); err != nil { return nil, fmt.Errorf("create data dir: %w", err)
G302	cmd/skillctl-demo/sandbox.go	func appendToFile(path, s string) error { f, err := os.OpenFile(path, os.O_APPEND|os.O_WRONLY, 0o644) if err != nil {
G302	pkg/importer/tracker.go	f, err := os.OpenFile(t.path, os.O_APPEND|os.O_CREATE|os.O_WRONLY, 0644) if err != nil {
G302	pkg/session/session.go	} f, err := os.OpenFile(filepath.Join(wdir, "session-state.log"), os.O_APPEND|os.O_CREATE|os.O_WRONLY, 0o644) if err != nil {
G304	cmd/docaudit/main.go	func docFlags(manual string) (map[string]bool, error) { b, err := os.ReadFile(manual) if err != nil {
G304	cmd/docaudit/main.go	func loadConfig(path string) ([]target, error) { b, err := os.ReadFile(path) if err != nil {
G304	cmd/docaudit/main.go	out := map[string]bool{} b, err := os.ReadFile(path) if err != nil {
G304	cmd/m3c-tools/doctor_cmd.go	func readEnvFile(path string) map[string]string { data, err := os.ReadFile(path) if err != nil {
G304	cmd/m3c-tools/main.go	// Read the copied file for whisper + upload. audioData, err := os.ReadFile(destFile) if err != nil {
G304	cmd/m3c-tools/main.go	audioBytes, readErr := os.ReadFile(stagedPath) if readErr != nil {
G304	cmd/m3c-tools/main.go	destFile := filepath.Join(memoryPath, info.Name()) srcF, err := os.Open(absPath) if err != nil {
G304	cmd/m3c-tools/main.go	f, err := os.Open(modelPath) if err != nil {
G304	cmd/m3c-tools/main.go	if thumbnailPath != "" { if data, readErr := os.ReadFile(thumbnailPath); readErr == nil { imgData = data
G304	cmd/m3c-tools/main.go	imgData, _ := os.ReadFile(imgPath)
G304	cmd/m3c-tools/main.go	imgData, err := os.ReadFile(imgPath) if err != nil {
G304	cmd/m3c-tools/main.go	mergedBytes, readErr := os.ReadFile(mergedPath) if readErr != nil {
G304	cmd/m3c-tools/main.go	stagedPath := pocket.StagedPath(*rec, cfg) audioBytes, readErr := os.ReadFile(stagedPath) if readErr != nil {
G304	cmd/m3c-tools/main.go	} data, err := os.ReadFile(p) if err != nil {
G304	cmd/m3c-tools/main.go	} dstF, err := os.Create(destFile) if err != nil {
G304	cmd/poc-recorder/main.go	func writeWAV(path string, samples []int16) error { f, err := os.Create(path) if err != nil {
G304	cmd/poc-whisper/main.go	jsonData, err := os.ReadFile(jsonPath) if err != nil {
G304	cmd/release-evidence/main.go	func crossCheckSchema(path string) error { data, err := os.ReadFile(path) if err != nil {
G304	cmd/release-evidence/main.go	func loadGatesFile(path string) ([]gateInput, error) { data, err := os.ReadFile(path) if err != nil {
G304	cmd/release-evidence/main.go	func parseChecksums(path string) ([]Artifact, error) { f, err := os.Open(path) if err != nil {
G304	cmd/skillctl-demo/sandbox.go	func appendToFile(path, s string) error { f, err := os.OpenFile(path, os.O_APPEND|os.O_WRONLY, 0o644) if err != nil {
G304	cmd/skillctl-demo/sandbox.go	func copyFile(src, dst string) error { b, err := os.ReadFile(src) if err != nil {
G304	cmd/skillctl-demo/sandbox.go	func fileDigest(path string) (string, error) { b, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl-demo/sandbox.go	} blob, err := os.ReadFile(skb) if err != nil {
G304	cmd/skillctl/agentid_cmds.go	// surfaced (fail-closed), never silently treated as "no freshness". data, rerr := os.ReadFile(path) if rerr != nil {
G304	cmd/skillctl/agentid_cmds.go	func loadAgentIDFile(path string) (*agentid.AgentID, error) { data, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/agentid_gate.go	} b, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/agentid_revoke_cmds.go	func readExistingAgentRevocations(path string) ([]string, int) { data, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/audit_cmds.go	path := home + "/.claude/skill-trust-roots.yaml" data, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/audit_security_cmds.go	sidecarPath := filepath.Join(skillDir, registry.ProvenanceSidecarName) if data, err := os.ReadFile(sidecarPath); err == nil { var sc registry.ProvenanceSidecar
G304	cmd/skillctl/awareness_cmds.go	} f, err := os.Open(inventoryPath) if err != nil {
G304	cmd/skillctl/compliance_cmds.go	func readOfflineMetaForCompliance(dir string) *install.OfflineMeta { b, err := os.ReadFile(filepath.Join(dir, ".skillctl-offline.json")) if err != nil {
G304	cmd/skillctl/compliance_cmds.go	func readProvenanceForCompliance(dir string) map[string]any { b, err := os.ReadFile(filepath.Join(dir, ".m3c-provenance.json")) if err != nil {
G304	cmd/skillctl/enforce_cmds.go	} b, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/export_kit_cmds.go	func zipDir(dir, zipPath string) error { zf, err := os.Create(zipPath) if err != nil {
G304	cmd/skillctl/export_kit_cmds.go	metaBytes, err := os.ReadFile(mp) if err != nil {
G304	cmd/skillctl/export_kit_cmds.go	} data, err := os.ReadFile(filepath.Join(dir, e.Name())) if err != nil {
G304	cmd/skillctl/export_kit_cmds.go	} return os.ReadFile(tmpPath) }
G304	cmd/skillctl/freshness_cmds.go	func loadCheckpointFile(path string) (*verify.FreshnessCheckpoint, error) { data, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/gate_audit.go	} f, err := os.OpenFile(path, os.O_APPEND|os.O_CREATE|os.O_WRONLY, 0o600) if err != nil {
G304	cmd/skillctl/gate_stats_cmds.go	scanFile := func(path string) { f, err := os.Open(path) if err != nil {
G304	cmd/skillctl/intent_cmds.go	if fromYAML != "" { raw, err := os.ReadFile(fromYAML) if err != nil {
G304	cmd/skillctl/invocation_trail.go	func readLastTrailLine(path string) []byte { f, err := os.Open(path) if err != nil {
G304	cmd/skillctl/invocation_trail.go	} f, err := os.OpenFile(path, os.O_APPEND|os.O_CREATE|os.O_WRONLY, 0o600) if err != nil {
G304	cmd/skillctl/pin_cmds.go	// Honest re-verify: read back what actually landed on disk and verify THAT. back, rerr := os.ReadFile(target) if rerr != nil {
G304	cmd/skillctl/pin_cmds.go	// hand: never a blind copy. existing, readErr := os.ReadFile(target) var content []byte
G304	cmd/skillctl/pin_cmds.go	data, readErr := os.ReadFile(path) var res pin.StatusResult
G304	cmd/skillctl/propose_cmds.go	path := filepath.Join(dir, "notify-queue.jsonl") f, err := os.OpenFile(path, os.O_APPEND|os.O_CREATE|os.O_WRONLY, 0o600) if err != nil {
G304	cmd/skillctl/propose_cmds.go	skillMD := filepath.Join(skillDir, "SKILL.md") body, err := os.ReadFile(skillMD) if err != nil {
G304	cmd/skillctl/publish_cmds.go	// computes it, but we need the bytes anyway for the inline body). skb, err := os.ReadFile(skbPath) if err != nil {
G304	cmd/skillctl/publish_cmds.go	} skb, err := os.ReadFile(bundlePath) if err != nil {
G304	cmd/skillctl/publish_manifest.go	} f, err := os.Open(path) if err != nil {
G304	cmd/skillctl/replay_cmds.go	for _, p := range candidates { data, err := os.ReadFile(p) if err != nil {
G304	cmd/skillctl/replay_cmds.go	} data, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/revoked_cache.go	func loadInstalledSidecar(home, name string) (registry.ProvenanceSidecar, bool) { b, err := os.ReadFile(filepath.Join(home, ".claude", "skills", name, registry.ProvenanceSidecarName)) if err != nil {
G304	cmd/skillctl/revoked_cache.go	} b, err := os.ReadFile(p) if err != nil {
G304	cmd/skillctl/runbook_cmds.go	func loadRunbookDescriptor(metaPath, ver string) (map[string]any, error) { raw, err := os.ReadFile(metaPath) if err != nil {
G304	cmd/skillctl/runbook_cmds.go	html, err := os.ReadFile(htmlPath) if err != nil {
G304	cmd/skillctl/scan_body_cmds.go	func scanBodyFile(skillMD string) (bodyscan.BodyScanReport, error) { raw, err := os.ReadFile(skillMD) if err != nil {
G304	cmd/skillctl/scanner_cmds.go	func loadInventory(path string) (*model.Inventory, error) { data, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/scanner_cmds.go	} data, err := os.ReadFile(filepath.Join(home, ".m3c-tools", "er1_session.json")) if err != nil {
G304	cmd/skillctl/session_baseline_cmds.go	} data, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/translog_cmds.go	func readProofFile(path string) ([][translog.HashSize]byte, error) { data, err := os.ReadFile(path) //nolint:gosec // operator-supplied path if err != nil {
G304	cmd/skillctl/translog_cmds.go	func readSTHFile(path string) (translog.STH, error) { data, err := os.ReadFile(path) //nolint:gosec // operator-supplied path if err != nil {
G304	cmd/skillctl/verdict_cache.go	h.Write([]byte{0}) b, err := os.ReadFile(f) if err != nil {
G304	cmd/skillctl/verdict_cache.go	p := verdictKeyPath(home) if b, err := os.ReadFile(p); err == nil && len(b) >= 32 { return b[:32], nil
G304	cmd/skillctl/verify_bundle_cmds.go	func checkBundleRevoked(path string, root *verify.TrustRoot, digest string) (revocationSnapshot, error) { data, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/verify_bundle_cmds.go	func loadBundleMetaSidecar(path string) (*registry.BundleMeta, error) { data, err := os.ReadFile(path) if err != nil {
G304	cmd/skillctl/verify_hook_cmds.go	path := filepath.Join(home, ".claude", "skillctl", "gate-policy.yaml") if data, err := os.ReadFile(path); err == nil { var loaded gatePolicy
G304	cmd/skillctl/verify_hook_cmds.go	} b, err := os.ReadFile(path) if err != nil {
G304	evaluation/cmd/results-md/main.go	f, err := os.Open(csvPath) if err != nil {
G304	pkg/auth/store_file.go	data, err := os.ReadFile(path) if err != nil {
G304	pkg/config/preferences.go	data, err := os.ReadFile(legacy) if err != nil {
G304	pkg/config/profile.go	func ParseEnvFile(path string) (*Profile, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/config/profile.go	path := pm.activeProfilePath() f, err := os.OpenFile(path, os.O_WRONLY|os.O_CREATE|os.O_TRUNC, 0600) if err != nil {
G304	pkg/draft/draft.go	func Load(path string) (*Draft, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/er1/audio.go	} data, err := os.ReadFile(p) if err != nil || len(data) == 0 {
G304	pkg/er1/config.go	data, err := os.ReadFile(path) if err != nil {
G304	pkg/er1/memory.go	case name == "tag.txt": data, err := os.ReadFile(fpath) if err != nil {
G304	pkg/er1/memory.go	metaPath := filepath.Join(m.Path, "metadata.json") if metaBytes, err := os.ReadFile(metaPath); err == nil { _ = json.Unmarshal(metaBytes, &meta)
G304	pkg/er1/memory.go	} data, err := os.ReadFile(fpath) if err != nil {
G304	pkg/importer/import.go	dstFile, err := os.OpenFile(dst, os.O_CREATE|os.O_WRONLY|os.O_TRUNC, srcInfo.Mode()) if err != nil {
G304	pkg/importer/import.go	func copyFile(src, dst string) error { srcFile, err := os.Open(src) if err != nil {
G304	pkg/m3cproject/descriptor.go	data, err := os.ReadFile(path) if err != nil {
G304	pkg/menubar/cache.go	path := c.path(videoID) data, err := os.ReadFile(path) if err != nil {
G304	pkg/plaud/auth.go	func LoadToken(path string) (*TokenSession, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/plaud/config.go	if tokenFile != "" { data, readErr := os.ReadFile(tokenFile) if readErr != nil {
G304	pkg/plaud/devapi.go	func NewDevClientFromFile(path string) (*DevClient, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/plaud/login.go	func LoadMCPTokenFile(path string) (*TokenSession, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/pocket/scanner.go	func HashFile(path string) (string, error) { f, err := os.Open(path) if err != nil {
G304	pkg/pocket/staging.go	func copyFile(src, dst string) error { in, err := os.Open(src) if err != nil {
G304	pkg/pocket/staging.go	out, err := os.Create(dst) if err != nil {
G304	pkg/pocket/state.go	func loadGroupState(path string) *GroupState { data, err := os.ReadFile(path) if err != nil {
G304	pkg/session/session.go	} b, err := os.ReadFile(filepath.Join(dir, e.Name())) if err != nil {
G304	pkg/session/session.go	} f, err := os.OpenFile(filepath.Join(wdir, "session-state.log"), os.O_APPEND|os.O_CREATE|os.O_WRONLY, 0o644) if err != nil {
G304	pkg/skillbundle/ignore.go	rules := parseIgnore(defaultIgnorePatterns) if data, err := os.ReadFile(filepath.Join(skillDir, ".skbignore")); err == nil { rules = append(rules, parseIgnore(strings.Split(string(data), "\\n"))...)
G304	pkg/skillbundle/pack.go	data, readErr := os.ReadFile(path) if readErr != nil {
G304	pkg/skillbundle/unpack.go	} f, err := os.OpenFile(full, os.O_WRONLY|os.O_CREATE|os.O_EXCL, mode) if err != nil {
G304	pkg/skillctl/backend/git/format.go	func readBounded(p string) ([]byte, error) { f, err := os.Open(p) if err != nil {
G304	pkg/skillctl/backend/git/git.go	func readCapped(p string, max int64) ([]byte, error) { f, err := os.Open(p) if err != nil {
G304	pkg/skillctl/consolidate/analyzer.go	func computeFileDiff(sourcePath, copyPath string) string { sourceData, err := os.ReadFile(sourcePath) if err != nil {
G304	pkg/skillctl/consolidate/analyzer.go	} copyData, err := os.ReadFile(copyPath) if err != nil {
G304	pkg/skillctl/consolidate/fixer.go	func extractDescription(path string) string { data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/consolidate/fixer.go	func prependFrontmatter(path string, fm string) error { data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/delta/seal.go	func (s *SealStore) loadInventory(path string) (*model.Inventory, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/delta/seal.go	path := filepath.Join(s.BaseDir, e.Name()) data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/install/install.go	checksumPath := filepath.Join(root, "CHECKSUMS") f, err := os.Open(checksumPath) if errors.Is(err, os.ErrNotExist) {
G304	pkg/skillctl/install/install.go	func computeDigestForVerify(path string) ([sha256.Size]byte, string, error) { f, err := os.Open(path) if err != nil {
G304	pkg/skillctl/install/install.go	func fileSHA256Hex(path string) (string, error) { f, err := os.Open(path) if err != nil {
G304	pkg/skillctl/install/offline_verify.go	b, err := os.ReadFile(filepath.Join(target, registry.ProvenanceSidecarName)) if errors.Is(err, os.ErrNotExist) {
G304	pkg/skillctl/install/offline_verify.go	func fileSHA(p string) ([]byte, error) { f, err := os.Open(p) if err != nil {
G304	pkg/skillctl/install/offline_verify.go	func readOfflineMeta(target string) (*OfflineMeta, error) { b, err := os.ReadFile(filepath.Join(target, offlineMetaFile)) if errors.Is(err, os.ErrNotExist) {
G304	pkg/skillctl/install/offline_verify.go	func verifyExtractedMatchesBlob(skbPath, target string) error { blob, err := os.ReadFile(skbPath) if err != nil {
G304	pkg/skillctl/install/offline_verify.go	} skbBytes, rerr := os.ReadFile(skbPath) if rerr != nil {
G304	pkg/skillctl/outbox/spool.go	path := s.SpoolPath() data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/outbox/spool.go	} f, err := os.OpenFile(filepath.Join(dir, "spool.jsonl"), os.O_APPEND|os.O_CREATE|os.O_WRONLY, 0o600) if err != nil {
G304	pkg/skillctl/propose/gate.go	const name = "bodyscan clean or rationale" raw, err := os.ReadFile(skillMDPath) if err != nil {
G304	pkg/skillctl/propose/gate.go	func parseFrontmatter(skillMDPath string) (*frontmatterView, error) { body, err := os.ReadFile(skillMDPath) if err != nil {
G304	pkg/skillctl/propose/gate.go	} body, err := os.ReadFile(filepath.Join(dir, e.Name())) if err != nil {
G304	pkg/skillctl/registry/attestation_stash.go	func ReadAttestationStash(dir string) (*AttestationContext, error) { b, err := os.ReadFile(filepath.Join(dir, AttestationStashName)) if errors.Is(err, os.ErrNotExist) {
G304	pkg/skillctl/registry/cross_signing.go	for _, f := range files { data, rerr := os.ReadFile(f) if rerr != nil {
G304	pkg/skillctl/registry/install_trust_mode.go	fmt.Fprintf(h, "%s\\n", rel) b, err := os.ReadFile(filepath.Join(dir, rel)) if err != nil {
G304	pkg/skillctl/registry/install_trust_mode.go	func loadProvenance(path string) (*ProvenanceSidecar, error) { raw, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/registry/install_trust_mode.go	keyPath := filepath.Join(dir, "install-token.key") if b, err := os.ReadFile(keyPath); err == nil && len(b) == 32 { installTokenKeyValue = b
G304	pkg/skillctl/registry/peers.go	} raw, err := os.ReadFile(path) if os.IsNotExist(err) {
G304	pkg/skillctl/registry/selftrustroots.go	} raw, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/review/server.go	func loadDelta(path string) (*delta.DeltaReport, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/scanner/scanner.go	func (s *Scanner) addMCPServersWithProject(path string, project string, inv *model.Inventory) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/scanner/scanner.go	func (s *Scanner) addSkillWithProject(path string, skillType model.SkillType, project string, inv *model.Inventory) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/scanner/tiers.go	func (s *Scanner) addClaudeSkillTiered(skillMDPath string, tier Tier, inv *model.Inventory) { data, err := os.ReadFile(skillMDPath) if err != nil {
G304	pkg/skillctl/scanner/trust.go	func computeSKBDigest(path string) (string, error) { f, err := os.Open(path) if err != nil {
G304	pkg/skillctl/signing/keygen.go	data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/signing/keygen.go	func LoadPublicKey(path string) (ed25519.PublicKey, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/signing/keygen.go	func writeExclusive(path string, data []byte, mode os.FileMode) error { f, err := os.OpenFile(path, os.O_WRONLY|os.O_CREATE|os.O_EXCL, mode) if err != nil {
G304	pkg/skillctl/signing/sign.go	f, err := os.Open(bundlePath) if err != nil {
G304	pkg/skillctl/signing/sign.go	func validateBundleScope(bundlePath string) error { blob, err := os.ReadFile(bundlePath) if err != nil {
G304	pkg/skillctl/signing/verify.go	sigPath := SignaturePath(bundlePath, digestHex) sig, err := os.ReadFile(sigPath) if err != nil {
G304	pkg/skillctl/translog/log.go	f, err := os.Open(path) //nolint:gosec // path is operator-provided, not attacker-tainted if err != nil {
G304	pkg/skillctl/verify/agent_revocation.go	func LoadVerifiedAgentRevocations(path string, root *TrustRoot) (map[string]struct{}, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/verify/emergency.go	func LoadVerifiedEmergencyDenyList(path string, root *TrustRoot) (map[string]struct{}, error) { data, err := os.ReadFile(path) if err != nil {
G304	pkg/skillctl/verify/trustroots.go	data, err := os.ReadFile(abs) if err != nil {
G304	pkg/skillctl/verify/trustroots.go	tmp := t.Path + ".tmp" f, err := os.OpenFile(tmp, os.O_WRONLY|os.O_CREATE|os.O_TRUNC, 0o600) if err != nil {
G304	pkg/skillctl/verify/verify.go	// 3. Digest matched → the bundle.json bytes are author-signature-covered. blob, err := os.ReadFile(bundlePath) if err != nil {
G304	pkg/skillctl/verify/verify.go	} blob, err := os.ReadFile(bundlePath) if err != nil {
G304	pkg/tracking/files.go	func HashFile(path string) (string, error) { file, err := os.Open(path) if err != nil {
G304	pkg/whisper/whisper.go	data, err := os.ReadFile(jsonPath) if err != nil {
G306	cmd/m3c-tools/main.go	imgPath = filepath.Join(os.TempDir(), fmt.Sprintf("m3c-thumb-%s.jpg", videoID)) if writeErr := os.WriteFile(imgPath, data, 0o644); writeErr != nil { log.Printf("[record] thumbnail write failed video=%s error=%v", videoID, writeErr)
G306	cmd/release-evidence/main.go	data = append(data, '\\n') return os.WriteFile(path, data, 0o644) }
G306	cmd/skillctl-demo/kata_sandbox.go	} if err := os.WriteFile(path, b, 0o644); err != nil { return "", err
G306	cmd/skillctl-demo/sandbox.go	b, _ := json.MarshalIndent(side, "", " ") return os.WriteFile(filepath.Join(dst, registry.ProvenanceSidecarName), b, 0o644) }
G306	cmd/skillctl-demo/sandbox.go	body := fmt.Sprintf("---\\nname: %s\\nversion: 0.1.0\\ndescription: hand-installed skill (no signed bundle)\\n---\\n\\n# %s\\n\\nInstalled by copying a folder, no `.skb`, no provenance, unverifiable.\\n", name, name) return os.WriteFile(filepath.Join(dir, "SKILL.md"), []byte(body), 0o644) }
G306	cmd/skillctl-demo/sandbox.go	} if err := os.WriteFile(filepath.Join(dst, name+".skb"), blob, 0o644); err != nil { return err
G306	cmd/skillctl-demo/sandbox.go	} return os.WriteFile(dst, b, 0o644) }
G306	cmd/skillctl-demo/sandbox.go	} return os.WriteFile(path, b, 0o644) }
G306	cmd/skillctl/agentid_cmds.go	} if err := os.WriteFile(*out, append(blob, '\\n'), 0o644); err != nil { fmt.Fprintf(stderr, "skillctl agentid issue: write %s: %v\\n", *out, err)
G306	cmd/skillctl/agentid_revoke_cmds.go	} if err := os.WriteFile(*out, append(blob, '\\n'), 0o644); err != nil { fmt.Fprintf(stderr, "skillctl agentid revoke: write %s: %v\\n", *out, err)
G306	cmd/skillctl/compliance_cmds.go	if *outPath != "" { if err := os.WriteFile(*outPath, []byte(rendered), 0o644); err != nil { fmt.Fprintf(stderr, "compliance: write %s: %v\\n", *outPath, err)
G306	cmd/skillctl/export_kit_cmds.go	// Write everything. if err := os.WriteFile(filepath.Join(*outDir, skbName), skbBytes, 0o644); err != nil { fmt.Fprintf(stderr, "export-verification-kit: write skb: %v\\n", err)
G306	cmd/skillctl/pin_cmds.go	if *out != "" { if err := os.WriteFile(*out, b, 0o644); err != nil { fmt.Fprintf(stderr, "skillctl pin generate: write %s: %v\\n", *out, err)
G306	cmd/skillctl/pin_cmds.go	} if err := os.WriteFile(backup, existing, 0o644); err != nil { fmt.Fprintf(stderr, "skillctl pin install: backup %s: %v\\n", backup, err)
G306	cmd/skillctl/pin_cmds.go	} if err := os.WriteFile(target, content, 0o644); err != nil { fmt.Fprintf(stderr, "skillctl pin install: write %s: %v\\n", target, err)
G306	cmd/skillctl/translog_cmds.go	if *outPath != "" { if err := os.WriteFile(*outPath, append(data, '\\n'), 0o644); err != nil { //nolint:gosec // receipt is public fmt.Fprintln(stderr, err)
G306	cmd/skillctl/verify_all_cmds.go	// sits next to the moved item as <name>.<ts>.QUARANTINE.md. _ = os.WriteFile(dest+".QUARANTINE.md", []byte(note), 0o644) return dest, nil
G306	evaluation/cmd/results-md/main.go	if err := os.WriteFile(mdPath, []byte(b.String()), 0o644); err != nil { fmt.Fprintf(os.Stderr, "results-md: write %s: %v\\n", mdPath, err)
G306	evaluation/internal/synth/synth.go	path := filepath.Join(dir, fmt.Sprintf("eval-skill-%06d@1.0.0.skb", i)) if err := os.WriteFile(path, skb, 0o644); err != nil { return nil, fmt.Errorf("synth: write %s: %w", path, err)
G306	pkg/draft/draft.go	if err := os.WriteFile(path, data, 0o644); err != nil { return "", fmt.Errorf("draft: write %s: %w", path, err)
G306	pkg/importer/import.go	} if err := os.WriteFile(tagFilePath, []byte(tagContent), 0644); err != nil { return nil, fmt.Errorf("write tags: %w", err)
G306	pkg/menubar/fetch.go	thumbPath := filepath.Join(tmpDir, fmt.Sprintf("m3c-thumb-%s.jpg", videoID)) if err := os.WriteFile(thumbPath, data, 0644); err != nil { log.Printf("[menubar] thumbnail save failed path=%s error=%v (non-fatal)", thumbPath, err)
G306	pkg/pocket/merger.go	} if err := os.WriteFile(listPath, []byte(strings.Join(lines, "\\n")+"\\n"), 0644); err != nil { return "", fmt.Errorf("writing file list: %w", err)
G306	pkg/pocket/state.go	} if err := os.WriteFile(statePath, data, 0644); err != nil { log.Printf("[pocket] write group state: %v", err)
G306	pkg/recorder/wav.go	func writeFile(path string, data []byte) error { return os.WriteFile(path, data, 0644) }
G306	pkg/skillbundle/pack.go	if err := os.WriteFile(outFile, finalArchive, 0644); err != nil { return "", fmt.Errorf("writing %s: %w", outFile, err)
G306	pkg/skillctl/backend/git/git.go	} return os.WriteFile(p, data, 0o644) }
G306	pkg/skillctl/install/install.go	blobPath := filepath.Join(stagingDir, sanitizeFilename(opts.Name)+"-"+sanitizeFilename(resolvedVersion)+".skb") if err := os.WriteFile(blobPath, blob, 0o644); err != nil { return nil, fmt.Errorf("install: write staged blob: %w", err)
G306	pkg/skillctl/install/install.go	stashedSkb := filepath.Join(target, filepath.Base(blobPath)) if err := os.WriteFile(stashedSkb, blob, 0o644); err != nil { return nil, fmt.Errorf("install: stash .skb in target: %w", err)
G306	pkg/skillctl/install/offline_verify.go	} return os.WriteFile(filepath.Join(target, offlineMetaFile), b, 0o644) }
G306	pkg/skillctl/registry/attestation_stash.go	} return os.WriteFile(filepath.Join(dir, AttestationStashName), b, 0o644) }
G306	pkg/skillctl/registry/backend_pull.go	skbPath := filepath.Join(dir, "bundle.skb") if err := os.WriteFile(skbPath, skbBytes, 0o644); err != nil { return nil, fmt.Errorf("pull: write %s: %w", skbPath, err)
G306	pkg/skillctl/registry/er1_pull.go	skbPath := filepath.Join(dir, "bundle.skb") if err := os.WriteFile(skbPath, skbBytes, 0o644); err != nil { return nil, fmt.Errorf("pull: write %s: %w", skbPath, err)
G306	pkg/skillctl/registry/install_trust_mode.go	skbName := strings.ReplaceAll(b.Name, string(filepath.Separator), "_") + ".skb" if err := os.WriteFile(filepath.Join(tmp, skbName), skb, 0o644); err != nil { cleanup()
G306	pkg/skillctl/registry/install_trust_mode.go	} return os.WriteFile(path, out, 0o644) }
G402	cmd/m3c-tools/doctor_cmd.go	client.Transport = &http.Transport{ TLSClientConfig: &tls.Config{InsecureSkipVerify: true}, }
G402	cmd/m3c-tools/doctor_cmd.go	conn, err := tls.DialWithDialer(&net.Dialer{Timeout: 5 * time.Second}, "tcp", tlsAddr, &tls.Config{ InsecureSkipVerify: !cfg.VerifySSL, })
G402	cmd/m3c-tools/main.go	if !er1Cfg.VerifySSL { transport.TLSClientConfig = &tls.Config{InsecureSkipVerify: true} }
G402	pkg/config/healthcheck.go	client.Transport = &http.Transport{ TLSClientConfig: &tls.Config{InsecureSkipVerify: true}, }
G402	pkg/er1/config.go	client.Transport = &http.Transport{ TLSClientConfig: &tls.Config{InsecureSkipVerify: true}, }
G402	pkg/er1/upload.go	client.Transport = &http.Transport{ TLSClientConfig: &tls.Config{InsecureSkipVerify: true}, }
G402	pkg/er1/upload.go	if !cfg.VerifySSL { client.Transport = &http.Transport{TLSClientConfig: &tls.Config{InsecureSkipVerify: true}} }
